cc,effective_year,region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type,population,poor
LBR,2000,Sub-Saharan Africa,SSA,Liberia,LBR,2000,national,,,,consumption,,,2.15,0.3543,0.1177,0.0577,0.1753,3.3472,2.7099,,,,,,,,,,,,,,,47.996,2895224,763.4269,,TRUE,micro,extrapolation,2885000,1022155.5
LBY,2000,Middle East & North Africa,MEA,Libya,LBY,,,,,,,,,,0.0357128521203335,,,,,,,,,,,,,,,,,,,,,,,,,,regional,5356000,191278.035956506
LCA,2000,Latin America & Caribbean,LAC,St. Lucia,LCA,2000,national,,,,income,,,2.15,0.1197,0.0431,0.0233,0.0614,8.3043,5.9481,,,,,,,,,,,,,,,2.0792,159500,9163.3009,,TRUE,mixed,interpolation,157000,18792.9
LIE,2000,Other High Income Countries,ECS,Liechtenstein,LIE,,,,,,,,,,0.00503872513993093,,,,,,,,,,,,,,,,,,,,,,,,,,regional,33000,166.277929617721
LKA,2000,South Asia,SAS,Sri Lanka,LKA,2000,national,,,,consumption,,,2.15,0.1112,0.0207,0.006,0.0248,5.5907,4.0347,,,,,,,,,,,,,,,55.5009,18776371,2011.9805,1321.2423,TRUE,micro,interpolation,18782000,2088558.4
LSO,2000,Sub-Saharan Africa,SSA,Lesotho,LSO,2000,national,,,,consumption,,,2.15,0.6299,0.3505,0.2386,0.6648,3.0254,1.5968,,,,,,,,,,,,,,,5.244,1998630,727.2328,411.0805,TRUE,micro,interpolation,1868000,1176653.2
LTU,2000,Europe & Central Asia,ECA,Lithuania,LTU,2000,national,,,,consumption,,,2.15,0.0025,3e-04,1e-04,3e-04,11.4135,9.6934,,,,,,,,,,,,,,,0.4884,3499536,6423.4207,3939.1015,FALSE,micro,survey,3502000,8755
LUX,2000,Other High Income Countries,OHI,Luxembourg,LUX,2000,national,,,,income,,,2.15,0,0,0,0,70.9884,60.2225,,,,,,,,,,,,,,,0.9658,436300,92527.7118,31111.9367,FALSE,micro,survey,436000,0
LVA,2000,Europe & Central Asia,ECA,Latvia,LVA,2000,national,,,,consumption,,,2.15,0.0138,0.0035,0.0014,0.0048,11.3779,9.3471,,,,,,,,,,,,,,,0.5538,2367550,6725.3375,3901.0994,TRUE,micro,interpolation,2384000,32899.2
MAC,2000,Other High Income Countries,EAS,"Macao SAR, China",MAC,,,,,,,,,,0.00503872513993093,,,,,,,,,,,,,,,,,,,,,,,,,,regional,428000,2156.57435989044
,2000,Other High Income Countries,LCN,St. Martin (French part),MAF,,,,,,,,,,0.00503872513993093,,,,,,,,,,,,,,,,,,,,,,,,,,regional,,
MAR,2000,Middle East & North Africa,MNA,Morocco,MAR,2000,national,,,,consumption,,,2.15,0.0802,0.0173,0.0059,0.0217,6.8038,4.9395,,,,,,,,,,,,,,,4.2908,28554415,1948.3545,1213.3845,TRUE,micro,interpolation,28850000,2313770
MCO,2000,Other High Income Countries,ECS,Monaco,MCO,,,,,,,,,,0.00503872513993093,,,,,,,,,,,,,,,,,,,,,,,,,,regional,32000,161.23920447779
MDA,2000,Europe & Central Asia,ECA,Moldova,MDA,2000,national,,,,consumption,,,2.15,0.3108,0.0915,0.0393,0.1246,3.6782,2.8906,,,,,,,,,,,,,,,6.3825,2924668,1347.0928,1007.302,FALSE,micro,survey,4201000,1305670.8
MDG,2000,Sub-Saharan Africa,SSA,Madagascar,MDG,2000,national,,,,consumption,,,2.15,0.6903,0.3299,0.1931,0.5245,2.0637,1.4379,,,,,,,,,,,,,,,962.9596,16216431,474.139,358.5024,TRUE,micro,interpolation,15767000,10883960.1
MDV,2000,South Asia,SAS,Maldives,MDV,2000,national,,,,consumption,,,2.15,0.0754,0.018,0.0059,0.0221,6.6886,4.809,,,,,,,,,,,,,,,9.7936,282507,6904.6523,,TRUE,micro,extrapolation,281000,21187.4
MEX,2000,Latin America & Caribbean,LAC,Mexico,MEX,2000,national,,,,income,,,2.15,0.0892,0.0284,0.0136,0.0409,12.0176,7.1544,,,,,,,,,,,,,,,9.8615,97873442,8954.8232,5795.2486,FALSE,micro,survey,101719000,9073334.8
MHL,2000,East Asia & Pacific,EAP,Marshall Islands,MHL,2000,national,,,,consumption,,,2.15,0.0678,0.016,0.0056,0.0201,6.4864,5.1547,,,,,,,,,,,,,,,1.0292,54224,2831.3067,,TRUE,micro,extrapolation,52000,3525.6
MKD,2000,Europe & Central Asia,ECA,North Macedonia,MKD,2000,national,,,,consumption,,,2.15,0.0522,0.0115,0.0042,0.0149,7.5877,6.4688,,,,,,,,,,,,,,,22.1667,2026350,3283.3793,2352.1268,FALSE,micro,survey,2034000,106174.8
MLI,2000,Sub-Saharan Africa,SSA,Mali,MLI,2000,national,,,,consumption,,,2.15,0.7092,0.3376,0.195,0.5304,1.9595,1.3774,,,,,,,,,,,,,,,205.2734,11239101,556.7724,402.8019,TRUE,micro,interpolation,10968000,7778505.6
MLT,2000,Other High Income Countries,OHI,Malta,MLT,2000,national,,,,income,,,2.15,0.0051,0.0021,0.0012,0.0034,31.0636,27.7172,,,,,,,,,,,,,,,0.6281,390087,17189.6323,10210.9306,TRUE,micro,extrapolation,396000,2019.6
MMR,2000,East Asia & Pacific,EAP,Myanmar,MMR,2000,national,,,,consumption,,,2.15,0.8185,0.3781,0.2103,0.5765,1.6726,1.2433,,,,,,,,,,,,,,,389.8429,45538332,326.9931,,TRUE,micro,extrapolation,46096000,37729576
MNE,2000,Europe & Central Asia,ECA,Montenegro,MNE,2000,national,,,,consumption,,,2.15,0.0034,8e-04,3e-04,0.001,12.8724,11.025,,,,,,,,,,,,,,,0.4187,604950,4431.5984,,TRUE,micro,extrapolation,613000,2084.2
MNG,2000,East Asia & Pacific,EAP,Mongolia,MNG,2000,national,,,,consumption,,,2.15,0.238,0.0662,0.0265,0.0886,3.8282,3.2923,,,,,,,,,,,,,,,873.542,2450979,1557.4384,,TRUE,mixed,interpolation,2398000,570724
MNP,2000,Other High Income Countries,EAS,Northern Mariana Islands,MNP,,,,,,,,,,0.00503872513993093,,,,,,,,,,,,,,,,,,,,,,,,,,regional,69000,347.672034655234
MOZ,2000,Sub-Saharan Africa,SSA,Mozambique,MOZ,2000,national,,,,consumption,,,2.15,0.8197,0.4556,0.294,0.7837,1.6769,1.0264,,,,,,,,,,,,,,,21.988,17768505,293.7089,203.9444,TRUE,micro,interpolation,18067000,14809519.9
MRT,2000,Sub-Saharan Africa,SSA,Mauritania,MRT,2000,national,,,,consumption,,,2.15,0.2154,0.0605,0.0244,0.0797,4.8694,3.7024,,,,,,,,,,,,,,,124.4526,2695003,1265.1604,809.048,TRUE,micro,interpolation,2709000,583518.6
MUS,2000,Sub-Saharan Africa,SSA,Mauritius,MUS,2000,national,,,,consumption,,,2.15,0.0079,0.0014,4e-04,0.0017,10.7727,8.3858,,,,,,,,,,,,,,,18.0094,1186873,5671.0296,4017.1154,TRUE,micro,extrapolation,1185000,9361.5
MWI,2000,Sub-Saharan Africa,SSA,Malawi,MWI,2000,national,,,,consumption,,,2.15,0.6145,0.232,0.1124,0.3294,3.8212,1.7937,,,,,,,,,,,,,,,241.9305,11229387,421.8195,,TRUE,micro,interpolation,11376000,6990552
MYS,2000,East Asia & Pacific,EAP,Malaysia,MYS,2000,national,,,,income,,,2.15,0.0151,0.0025,7e-04,0.0031,16.4231,10.7302,,,,,,,,,,,,,,,1.7269,22945150,6461.9809,2638.2338,TRUE,mixed,interpolation,23186000,350108.6
NAM,2000,Sub-Saharan Africa,SSA,Namibia,NAM,2000,national,,,,consumption,,,2.15,0.4161,0.1519,0.0744,0.2192,6.3817,2.5801,,,,,,,,,,,,,,,6.8983,1819141,3082.7592,1651.3702,TRUE,micro,extrapolation,1899000,790173.9
NCL,2000,Other High Income Countries,EAS,New Caledonia,NCL,,,,,,,,,,0.00503872513993093,,,,,,,,,,,,,,,,,,,,,,,,,,regional,213000,1073.24845480529
NER,2000,Sub-Saharan Africa,SSA,Niger,NER,2000,national,,,,consumption,,,2.15,0.8468,0.4653,0.2971,0.7883,1.4568,1.0175,,,,,,,,,,,,,,,245.1597,11622665,389.0775,294.1553,TRUE,micro,interpolation,11353000,9613720.4
NGA,2000,Sub-Saharan Africa,SSA,Nigeria,NGA,2000,national,,,,consumption,,,2.15,0.5939,0.2693,0.1565,0.4325,2.6221,1.784,,,,,,,,,,,,,,,123.6724,122851984,1462.5363,943.2116,TRUE,micro,interpolation,122352000,72664852.8
NIC,2000,Latin America & Caribbean,LAC,Nicaragua,NIC,2000,national,,,,consumption,,,2.15,0.1867,0.0529,0.0215,0.0699,5.7613,4.0339,,,,,,,,,,,,,,,11.5284,5123222,1429.7285,1056.2532,TRUE,micro,interpolation,5027000,938540.9
NLD,2000,Other High Income Countries,OHI,Netherlands,NLD,2000,national,,,,income,,,2.15,0.0021,0.0016,0.0013,0.0035,51.3173,43.9254,,,,,,,,,,,,,,,0.8495,15925513,40456.9422,20436.4717,TRUE,micro,interpolation,15926000,33444.6
NOR,2000,Other High Income Countries,OHI,Norway,NOR,2000,national,,,,income,,,2.15,0.0024,0.002,0.0018,0.0047,49.7685,42.7064,,,,,,,,,,,,,,,10.7428,4490967,67846.5969,23463.2261,FALSE,micro,survey,4499000,10797.6
NPL,2000,South Asia,SAS,Nepal,NPL,2000,national,,,,consumption,,,2.15,0.4102,0.1219,0.0494,0.1601,3.42,2.4406,,,,,,,,,,,,,,,30.5129,24559500,554.8583,,TRUE,micro,interpolation,23741000,9738558.2
NZL,2000,Other High Income Countries,EAS,New Zealand,NZL,,,,,,,,,,0.00503872513993093,,,,,,,,,,,,,,,,,,,,,,,,,,regional,3859000,19444.4403149935
OMN,2000,Other High Income Countries,MEA,Oman,OMN,,,,,,,,,,0.00503872513993093,,,,,,,,,,,,,,,,,,,,,,,,,,regional,2268000,11427.8286173633
PAK,2000,South Asia,SAS,Pakistan,PAK,2000,national,,,,consumption,,,2.15,0.3556,0.0799,0.0264,0.0987,3.1154,2.5184,,,,,,,,,,,,,,,33.2507,154369924,950.8431,792.2999,TRUE,micro,interpolation,138523000,49258778.8
PAN,2000,Latin America & Caribbean,LAC,Panama,PAN,2000,national,,,,income,,,2.15,0.1107,0.0598,0.0437,0.0658,17.932,10.1208,,,,,,,,,,,,,,,0.5081,3001731,7021.5464,,FALSE,micro,survey,3031000,335531.7
PER,2000,Latin America & Caribbean,LAC,Peru,PER,2000,national,,,,income,,,2.15,0.1927,0.0733,0.0393,0.112,7.7248,5.1944,,,,,,,,,,,,,,,1.8936,26654439,3279.3552,2142.1051,FALSE,micro,survey,25915000,4993820.5
PHL,2000,East Asia & Pacific,EAP,Philippines,PHL,2000,national,,,,consumption,,,2.15,0.1503,0.0317,0.01,0.0388,5.9141,4.0263,,,,,,,,,,,,,,,19.3925,77958223,1831.6992,1382.889,FALSE,micro,survey,77992000,11722197.6
PLW,2000,East Asia & Pacific,EAS,Palau,PLW,,,,,,,,,,0.395283439410535,,,,,,,,,,,,,,,,,,,,,,,,,,regional,19000,7510.38534880016
PNG,2000,East Asia & Pacific,EAP,Papua New Guinea,PNG,2000,national,,,,consumption,,,2.15,0.5672,0.259,0.1486,0.408,2.6739,1.8579,,,,,,,,,,,,,,,2.6999,5508297,1999.9696,,TRUE,micro,interpolation,5572000,3160438.4
POL,2000,Europe & Central Asia,ECA,Poland,POL,2000,national,,,,consumption,,,2.15,0.0014,2e-04,1e-04,3e-04,14.4128,11.8559,,,,,,,,,,,,,,,1.8423,38258629,7344.1208,4633.4835,FALSE,micro,survey,38551000,53971.4
PRI,2000,Other High Income Countries,LCN,Puerto Rico,PRI,,,,,,,,,,0.00503872513993093,,,,,,,,,,,,,,,,,,,,,,,,,,regional,3797000,19132.0393563177
PRK,2000,East Asia & Pacific,EAS,"Korea, Dem. People's Rep.",PRK,,,,,,,,,,0.395283439410535,,,,,,,,,,,,,,,,,,,,,,,,,,regional,22929000,9063453.98224415
PRT,2000,Other High Income Countries,OHI,Portugal,PRT,2000,national,,,,income,,,2.15,0.009,0.0049,0.0034,0.0092,29.8035,22.7124,,,,,,,,,,,,,,,0.6574,10289898,18795.0311,12035.9367,TRUE,micro,extrapolation,10355000,93195
PRY,2000,Latin America & Caribbean,LAC,Paraguay,PRY,2000,national,,,,income,,,2.15,0.1001,0.0389,0.0212,0.058,14.1885,8.3121,,,,,,,,,,,,,,,2539.9849,5123819,4056.2303,2463.1193,TRUE,micro,interpolation,5303000,530830.3
PSE,2000,Middle East & North Africa,MNA,West Bank and Gaza,PSE,2000,national,,,,consumption,,,2.15,0.0059,0.0012,5e-04,0.0016,12.9695,10.4087,,,,,,,,,,,,,,,2.0663,2922153,2436.003,2268.624,TRUE,micro,extrapolation,3223000,19015.7
PYF,2000,Other High Income Countries,EAS,French Polynesia,PYF,,,,,,,,,,0.00503872513993093,,,,,,,,,,,,,,,,,,,,,,,,,,regional,237000,1194.17785816363
QAT,2000,Other High Income Countries,MEA,Qatar,QAT,,,,,,,,,,0.00503872513993093,,,,,,,,,,,,,,,,,,,,,,,,,,regional,592000,2982.92528283911
ROU,2000,Europe & Central Asia,ECA,Romania,ROU,2000,national,,,,consumption,,,2.15,0.0622,0.0126,0.004,0.0155,5.6455,4.9285,,,,,,,,,,,,,,,1.805,22442971,4567.2401,2219.0299,FALSE,micro,survey,22128000,1376361.6
RUS,2000,Europe & Central Asia,ECA,Russian Federation,RUS,2000,national,,,,consumption,,,2.15,0.0298,0.007,0.0026,0.0091,9.8294,7.7721,,,,,,,,,,,,,,,25.2183,146596869,5323.6665,1958.1189,FALSE,micro,survey,146397000,4362630.6
RWA,2000,Sub-Saharan Africa,SSA,Rwanda,RWA,2000,national,,,,consumption,,,2.15,0.7644,0.3705,0.2182,0.5921,2.0579,1.2808,,,,,,,,,,,,,,,293.705,8109989,337.6319,317.0587,TRUE,micro,extrapolation,8026000,6135074.4
SAU,2000,Other High Income Countries,MEA,Saudi Arabia,SAU,,,,,,,,,,0.00503872513993093,,,,,,,,,,,,,,,,,,,,,,,,,,regional,20764000,104624.088805526
SDN,2000,Sub-Saharan Africa,SSA,Sudan,SDN,2000,national,,,,consumption,,,2.15,0.2561,0.0762,0.0329,0.1038,4.0121,3.2381,,,,,,,,,,,,,,,6.464,26298773,1906.3811,1347.8693,TRUE,micro,extrapolation,27250000,6978725
SEN,2000,Sub-Saharan Africa,SSA,Senegal,SEN,2000,national,,,,consumption,,,2.15,0.5286,0.1863,0.086,0.2578,2.8956,2.045,,,,,,,,,,,,,,,238.5777,9704287,1076.8923,796.8464,TRUE,mixed,interpolation,9884000,5224682.4
SGP,2000,Other High Income Countries,EAS,Singapore,SGP,,,,,,,,,,0.00503872513993093,,,,,,,,,,,,,,,,,,,,,,,,,,regional,3914000,19721.5701976897
SLB,2000,East Asia & Pacific,EAP,Solomon Islands,SLB,2000,national,,,,consumption,,,2.15,0.4999,0.1978,0.1035,0.2965,3.2387,2.1498,,,,,,,,,,,,,,,7.7144,429978,1790.3738,,TRUE,micro,extrapolation,412000,205958.8
SLE,2000,Sub-Saharan Africa,SSA,Sierra Leone,SLE,2000,national,,,,consumption,,,2.15,0.6966,0.3454,0.2213,,2.0456,1.3841,,,,,,,,,,,,,,,2128.5188,4584067,400.5989,295.6139,TRUE,mixed,interpolation,4564000,3179282.4
SLV,2000,Latin America & Caribbean,LAC,El Salvador,SLV,2000,national,,,,income,,,2.15,0.1294,0.0543,0.0319,0.0867,10.6291,6.7117,,,,,,,,,,,,,,,0.515,5958482,2957.3719,2626.3875,FALSE,micro,survey,5868000,759319.2
SMR,2000,Other High Income Countries,ECS,San Marino,SMR,,,,,,,,,,0.00503872513993093,,,,,,,,,,,,,,,,,,,,,,,,,,regional,28000,141.084303918066
SOM,2000,Sub-Saharan Africa,SSF,Somalia,SOM,,,,,,,,,,0.563003440785219,,,,,,,,,,,,,,,,,,,,,,,,,,regional,9011000,5073224.00491561
SRB,2000,Europe & Central Asia,ECA,Serbia,SRB,2000,national,,,,consumption,,,2.15,0.0026,4e-04,1e-04,5e-04,14.7353,12.132,,,,,,,,,,,,,,,47.9923,7516346,3193.259,2486.0819,TRUE,micro,extrapolation,9487000,24666.2
STP,2000,Sub-Saharan Africa,SSA,Sao Tome and Principe,STP,2000,national,,,,consumption,,,2.15,0.2057,0.0473,0.0158,0.0584,4.1433,3.4204,,,,,,,,,,,,,,,11.4289,143714,1061.3788,,TRUE,micro,extrapolation,139000,28592.3
SUR,2000,Latin America & Caribbean,LAC,Suriname,SUR,2000,urban,,,,income,,,2.15,0.1842,0.1392,0.126,0.0629,13.118,8.1608,,,,,,,,,,,,,,,2.9343,318265,6098.0638,,TRUE,micro,extrapolation,473000,87126.6
SVK,2000,Europe & Central Asia,ECA,Slovak Republic,SVK,2000,national,,,,income,,,2.15,0.0078,0.0038,0.0025,0.0075,15.9014,14.7679,,,,,,,,,,,,,,,0.5793,5388720,8914.599,5604.7912,TRUE,micro,interpolation,5399000,42112.2
SVN,2000,Europe & Central Asia,ECA,Slovenia,SVN,2000,national,,,,consumption,,,2.15,1e-04,1e-04,1e-04,0,26.9834,23.2371,,,,,,,,,,,,,,,0.6389,1988925,16240.6569,9135.2324,TRUE,mixed,interpolation,1988000,198.8
SWE,2000,Other High Income Countries,OHI,Sweden,SWE,2000,national,,,,income,,,2.15,0,0,0,0,40.51,35.3932,,,,,,,,,,,,,,,9.2232,8872109,41117.1524,18619.2853,FALSE,micro,survey,8882000,0
SWZ,2000,Sub-Saharan Africa,SSA,Eswatini,SWZ,2000,national,,,,consumption,,,2.15,0.6031,0.2724,0.1572,0.4434,3.2341,1.7452,,,,,,,,,,,,,,,6.1177,1030496,2411.4449,1772.7155,TRUE,mixed,interpolation,1062000,640492.2
SXM,2000,Other High Income Countries,LCN,Sint Maarten (Dutch part),SXM,,,,,,,,,,0.00503872513993093,,,,,,,,,,,,,,,,,,,,,,,,,,regional,32000,161.23920447779
SYC,2000,Sub-Saharan Africa,SSA,Seychelles,SYC,2000,national,,,,consumption,,,2.15,0.0074,0.0014,4e-04,0.0017,20.2266,14.6049,,,,,,,,,,,,,,,9.0271,81131,11883.9045,2250.1337,TRUE,micro,interpolation,81000,599.4
SYR,2000,Middle East & North Africa,MNA,Syrian Arab Republic,SYR,2000,national,,,,consumption,,,2.15,0.0293,0.0046,0.0012,0.0055,7.6137,5.7969,,,,,,,,,,,,,,,151.7781,16307654,1273.7838,1729.2942,TRUE,micro,interpolation,16411000,480842.3
TCA,2000,Other High Income Countries,LCN,Turks and Caicos Islands,TCA,,,,,,,,,,0.00503872513993093,,,,,,,,,,,,,,,,,,,,,,,,,,regional,19000,95.7357776586876
TCD,2000,Sub-Saharan Africa,SSA,Chad,TCD,2000,national,,,,consumption,,,2.15,0.6901,0.3124,0.1744,0.4816,2.0108,1.4791,,,,,,,,,,,,,,,237.6564,8259137,379.3515,,TRUE,micro,extrapolation,8343000,5757504.3
TGO,2000,Sub-Saharan Africa,SSA,Togo,TGO,2000,national,,,,consumption,,,2.15,0.5701,0.2208,0.1098,0.3169,2.7516,1.901,,,,,,,,,,,,,,,246.5965,5008035,675.465,582.1407,TRUE,micro,extrapolation,4971000,2833967.1
THA,2000,East Asia & Pacific,EAP,Thailand,THA,2000,national,,,,consumption,,,2.15,0.0397,0.0064,0.0017,0.0076,8.5666,5.8048,,,,,,,,,,,,,,,13.2873,63066603,3511.4404,1899.6078,FALSE,micro,survey,62958000,2499432.6
TJK,2000,Europe & Central Asia,ECA,Tajikistan,TJK,2000,national,,,,consumption,,,2.15,0.4541,0.1379,0.0602,0.1892,2.654,2.2571,,,,,,,,,,,,,,,2.5948,6272998,430.341,539.9799,TRUE,micro,interpolation,6216000,2822685.6
TKM,2000,Europe & Central Asia,ECA,Turkmenistan,TKM,2000,national,,,,consumption,,,2.15,0.3261,0.1017,0.0444,0.1385,3.9736,2.8587,,,,,,,,,,,,,,,1.663,4569132,2261.6999,,TRUE,micro,extrapolation,4517000,1472993.7
TLS,2000,East Asia & Pacific,EAP,Timor-Leste,TLS,2000,national,,,,consumption,,,2.15,0.4841,0.1562,0.0681,0.2105,2.8537,2.2234,,,,,,,,,,,,,,,0.5748,878360,948.0283,853.3955,TRUE,micro,extrapolation,871000,421651.1
TON,2000,East Asia & Pacific,EAP,Tonga,TON,2000,national,,,,consumption,,,2.15,0.0315,0.0081,0.003,0.0103,11.04,8.755,,,,,,,,,,,,,,,1.7136,102603,3561.2921,,TRUE,micro,extrapolation,99000,3118.5
TTO,2000,Latin America & Caribbean,LAC,Trinidad and Tobago,TTO,2000,national,,,,income,,,2.15,0.0062,0.0021,0.0014,0.0017,19.5106,15.0069,,,,,,,,,,,,,,,4.6616,1332203,9965.636,,TRUE,group,extrapolation,1268000,7861.6
TUN,2000,Middle East & North Africa,MNA,Tunisia,TUN,2000,national,,,,consumption,,,2.15,0.0438,0.0082,0.0026,0.0102,9.0621,6.7109,,,,,,,,,,,,,,,0.7423,9893316,2827.3788,1239.1279,FALSE,group,survey,9699000,424816.2
TUR,2000,Europe & Central Asia,ECA,Turkiye,TUR,2000,national,,,,consumption,,,2.15,0.0157,0.0023,6e-04,0.0026,12.2103,9.0128,,,,,,,,,,,,,,,1.6467,64113547,6454.5729,4193.8813,TRUE,mixed,interpolation,63240000,992868
TUV,2000,East Asia & Pacific,EAP,Tuvalu,TUV,2000,national,,,,consumption,,,2.15,0.0304,0.0038,7e-04,0.0042,8.7441,6.5497,,,,,,,,,,,,,,,1.251,9638,3026.7397,,TRUE,micro,extrapolation,9000,273.6
TWN,2000,Other High Income Countries,OHI,"Taiwan, China",TWN,,,,,,,,,,0.00503872513993093,,,,,,,,,,,,,,,,,,,,,,,,,,regional,21840000,110045.757056091
TZA,2000,Sub-Saharan Africa,SSA,Tanzania,TZA,2000,national,,,,consumption,,,2.15,0.8357,0.433,0.2634,0.7041,1.436,1.0903,,,,,,,,,,,,,,,754.6215,34463704,551.6566,424.5543,TRUE,micro,interpolation,34178000,28562554.6
UGA,2000,Sub-Saharan Africa,SSA,Uganda,UGA,2000,national,,,,consumption,,,2.15,0.6898,0.2978,0.1616,0.4507,2.233,1.5494,,,,,,,,,,,,,,,1221.0876,24020697,513.9242,415.1023,TRUE,micro,interpolation,24039000,16582102.2
UKR,2000,Europe & Central Asia,ECA,Ukraine,UKR,2000,national,,,,consumption,,,2.15,0.0451,0.0103,0.0038,0.0132,6.4174,5.4125,,,,,,,,,,,,,,,7.0057,49176500,1420.1167,570.5428,TRUE,micro,interpolation,48841000,2202729.1
URY,2000,Latin America & Caribbean,LAC,Uruguay,URY,2000,national,,,,income,,,2.15,0.0066,0.0015,6e-04,0.0018,18.1572,12.1984,,,,,,,,,,,,,,,24.8543,3292224,11008.6383,,TRUE,micro,extrapolation,3321000,21918.6
USA,2000,Other High Income Countries,OHI,United States,USA,2000,national,,,,income,,,2.15,0.0075,0.0056,0.0049,0.0076,68.3182,52.939,,,,,,,,,,,,,,,1,282162411,48746.041,31669.0408,FALSE,micro,survey,281983000,2114872.5
UZB,2000,Europe & Central Asia,ECA,Uzbekistan,UZB,2000,national,,,,consumption,,,2.15,0.8134,0.3843,0.2194,0.6035,1.5872,1.2577,,,,,,,,,,,,,,,1521.4752,24650400,1276.7603,,FALSE,micro,survey,24849000,20212176.6
VCT,2000,Latin America & Caribbean,LCN,St. Vincent and the Grenadines,VCT,,,,,,,,,,0.134277984386955,,,,,,,,,,,,,,,,,,,,,,,,,,regional,108000,14502.0223137911
VEN,2000,Latin America & Caribbean,LAC,"Venezuela, RB",VEN,2000,national,,,,income,,,2.15,0.114,0.0505,0.0343,0.0569,9.3925,6.4166,,,,,,,,,,,,,,,315.907,24427729,16072.35,,TRUE,micro,interpolation,24488000,2791632
VGB,2000,Other High Income Countries,LCN,British Virgin Islands,VGB,,,,,,,,,,0.00503872513993093,,,,,,,,,,,,,,,,,,,,,,,,,,regional,21000,105.81322793855
VIR,2000,Other High Income Countries,LCN,Virgin Islands (U.S.),VIR,,,,,,,,,,0.00503872513993093,,,,,,,,,,,,,,,,,,,,,,,,,,regional,109000,549.221040252471
VNM,2000,East Asia & Pacific,EAP,Vietnam,VNM,2000,national,,,,consumption,,,2.15,0.2968,0.0732,0.0264,0.0927,3.7885,2.8239,,,,,,,,,,,,,,,7807.6123,79001142,1183.8541,682.2032,TRUE,micro,interpolation,80286000,23828884.8
VUT,2000,East Asia & Pacific,EAP,Vanuatu,VUT,2000,national,,,,consumption,,,2.15,0.1505,0.0371,0.0138,0.0476,5.2641,4.0987,,,,,,,,,,,,,,,117.3665,192074,2731.6067,,TRUE,micro,extrapolation,185000,27842.5
WSM,2000,East Asia & Pacific,EAP,Samoa,WSM,2000,national,,,,consumption,,,2.15,0.0351,0.0064,0.002,0.0078,9.1334,6.5312,,,,,,,,,,,,,,,1.8513,184008,3002.8376,,TRUE,micro,extrapolation,174000,6107.4
,2000,Europe & Central Asia,ECA,Kosovo,XKX,,,,,,,,,,0.0906395888400036,,,,,,,,,,,,,,,,,,,,,,,,,,regional,,
YEM,2000,Middle East & North Africa,MNA,"Yemen, Rep.",YEM,2000,national,,,,consumption,,,2.15,0.0875,0.0184,0.0061,0.023,6.0616,4.8519,,,,,,,,,,,,,,,255.6836,18628700,2227.6509,,TRUE,micro,interpolation,17875000,1564062.5
ZAF,2000,Sub-Saharan Africa,SSA,South Africa,ZAF,2000,national,,,,consumption,,,2.15,0.3658,0.1413,0.0685,0.2059,6.5257,3.1476,,,,,,,,,,,,,,,6.5494,46813266,4735.6655,2811.5279,TRUE,group,interpolation,45728000,16727302.4
ZMB,2000,Sub-Saharan Africa,SSA,Zambia,ZMB,2000,national,,,,consumption,,,2.15,0.5181,0.2092,0.1099,0.3132,3.223,2.1237,,,,,,,,,,,,,,,4.2238,9891136,814.773,,TRUE,micro,interpolation,10531000,5456111.1
ZWE,2000,Sub-Saharan Africa,SSA,Zimbabwe,ZWE,2000,national,,,,consumption,,,2.15,0.1032,0.0175,0.0042,0.0201,7.3864,5.1393,,,,,,,,,,,,,,,0.485,11834676,1676.5155,,TRUE,group,extrapolation,12222000,1261310.4
ABW,2001,Other High Income Countries,LCN,Aruba,ABW,,,,,,,,,,0.00498191063234888,,,,,,,,,,,,,,,,,,,,,,,,,,regional,93000,463.317688808446
AFG,2001,South Asia,SAS,Afghanistan,AFG,,,,,,,,,,0.401123863340661,,,,,,,,,,,,,,,,,,,,,,,,,,regional,20966000,8409962.91880029
AGO,2001,Sub-Saharan Africa,SSA,Angola,AGO,2001,national,,,,consumption,,,2.15,0.2261,0.0936,0.0533,0.1517,7.0973,4.5229,,,,,,,,,,,,,,,107.27,16941587,1855.7802,,TRUE,micro,interpolation,16983000,3839856.3
ALB,2001,Europe & Central Asia,ECA,Albania,ALB,2001,national,,,,consumption,,,2.15,0.0147,0.0025,8e-04,0.0031,7.4935,6.2454,,,,,,,,,,,,,,,50.3574,3060173,2143.5268,1567.7121,TRUE,micro,interpolation,3122000,45893.4
AND,2001,Other High Income Countries,ECS,Andorra,AND,,,,,,,,,,0.00498191063234888,,,,,,,,,,,,,,,,,,,,,,,,,,regional,67000,333.788012367375
ARE,2001,Other High Income Countries,OHI,United Arab Emirates,ARE,2001,national,,,,income,,,2.15,0,0,0,0,179.1947,161.1223,,,,,,,,,,,,,,,2.8348,3454198,56792.5827,41296.4327,TRUE,group,extrapolation,3326000,0
