cc,effective_year,type,region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type
NIC,2023,fpl_2019eq_fo_2023,Latin America & Caribbean,LAC,Nicaragua,NIC,2019,national,,,,income,,,2.66,0.0626,0.0172,0.0066,0.0223,11.6882,8.0556,,,,,,,,,,,,,,,11.5284,6663924,1965.2779,1373.0625,TRUE,micro,extrapolation
ROU,2023,fpl_2019eq_fo_2023,Europe & Central Asia,ECA,Romania,ROU,2019,national,,,,income,,,2.27,0.0219,0.0083,0.0049,0.0081,21.4669,19.0276,,,,,,,,,,,,,,,1.805,19371648,11252.8866,7546.5131,FALSE,micro,survey
SRB,2023,fpl_2019eq_fo_2023,Europe & Central Asia,ECA,Serbia,SRB,2019,national,,,,consumption,,,5.78,0.0621,0.0134,0.0044,0.0165,15.2907,13.1989,,,,,,,,,,,,,,,47.9923,6945235,6567.9081,4573.373,FALSE,micro,survey
HND,2023,fpl_2019eq_fo_2023,Latin America & Caribbean,LAC,Honduras,HND,2019,national,,,,income,,,4.79,0.3627,0.1574,0.09,0.2475,10.1239,6.9277,,,,,,,,,,,,,,,10.8388,9958829,2446.1081,1973.4915,FALSE,micro,survey
THA,2023,fpl_2019eq_fo_2023,East Asia & Pacific,EAP,Thailand,THA,2019,national,,,,consumption,,,4.77,0.0256,0.0041,0.0012,0.005,16.0433,12.5394,,,,,,,,,,,,,,,13.2873,71307763,6453.8941,3331.8166,FALSE,micro,survey
ERI,2023,fpl_2019eq_fo_2023,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
GNQ,2023,fpl_2019eq_fo_2023,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
SOM,2023,fpl_2019eq_fo_2023,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
IND-U,2023,fpl_2019eq_fo_2023,South Asia,SAS,India,IND,2019,urban,,,,consumption,,,1.43,0.0219,0.0038,0.0011,0.0046,6.0371,4.6556,,,,,,,,,,,,,,,20.7873,476786386,1931.0207,1149.6868,TRUE,imputed,interpolation
NPL,2023,fpl_2019eq_fo_2023,South Asia,SAS,Nepal,NPL,2019,national,,,,consumption,,,1.8,0.0145,0.0024,6e-04,0.0028,6.6629,5.3887,,,,,,,,,,,,,,,30.5129,28832496,1041.4296,857.9172,TRUE,micro,extrapolation
IND-R,2023,fpl_2019eq_fo_2023,South Asia,SAS,India,IND,2019,rural,,,,consumption,,,1.43,0.0192,0.0027,7e-04,0.0031,4.5196,3.6505,,,,,,,,,,,,,,,17.092,906325664,1931.0207,1149.6868,TRUE,imputed,interpolation
TJK,2023,fpl_2019eq_fo_2023,Europe & Central Asia,ECA,Tajikistan,TJK,2019,national,,,,consumption,,,2.81,0.0817,0.0199,0.0075,0.0259,7.6947,6.2975,,,,,,,,,,,,,,,2.5948,9337003,1172.0791,815.9631,TRUE,micro,extrapolation
LBR,2023,fpl_2019eq_fo_2023,Sub-Saharan Africa,SSA,Liberia,LBR,2019,national,,,,consumption,,,3.82,0.6629,0.2653,0.1358,0.3867,3.7053,2.9534,,,,,,,,,,,,,,,47.996,4985289,644.1621,,TRUE,micro,extrapolation
AFG,2023,fpl_2019eq_fo_2023,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
MDA,2023,fpl_2019eq_fo_2023,Europe & Central Asia,ECA,Moldova,MDA,2019,national,,,,consumption,,,10.86,0.5275,0.1397,0.0517,0.178,12.1181,10.5156,,,,,,,,,,,,,,,6.3825,2664224,3439.1296,2976.7248,FALSE,micro,survey
TUR,2023,fpl_2019eq_fo_2023,Europe & Central Asia,ECA,Turkiye,TUR,2019,national,,,,consumption,,,6.71,0.123,0.0333,0.0133,0.0438,22.2029,16.1847,,,,,,,,,,,,,,,1.6467,83481684,11935.3879,6972.1131,FALSE,micro,survey
JOR,2023,fpl_2019eq_fo_2023,Middle East & North Africa,MNA,Jordan,JOR,2019,national,,,,consumption,,,6.49,0.1512,0.0305,0.0097,0.0375,13.5932,10.7561,,,,,,,,,,,,,,,0.3292,10698683,3909.25,,TRUE,micro,extrapolation
SWZ,2023,fpl_2019eq_fo_2023,Sub-Saharan Africa,SSA,Eswatini,SWZ,2019,national,,,,consumption,,,2.49,0.4023,0.1523,0.0763,0.2208,5.8893,3.0885,,,,,,,,,,,,,,,6.1177,1169613,3766.063,2385.8188,TRUE,micro,extrapolation
GEO,2023,fpl_2019eq_fo_2023,Europe & Central Asia,ECA,Georgia,GEO,2019,national,,,,consumption,,,3.84,0.2083,0.0589,0.0248,0.0794,7.9745,6.4294,,,,,,,,,,,,,,,0.9247,3720161,4773.3357,3532.3452,FALSE,micro,survey
NGA,2023,fpl_2019eq_fo_2023,Sub-Saharan Africa,SSA,Nigeria,NGA,2019,national,,,,consumption,,,1.72,0.1966,0.049,0.0181,0.0627,3.6535,2.9513,,,,,,,,,,,,,,,123.6724,203304492,2505.4627,1853.4945,TRUE,micro,extrapolation
DJI,2023,fpl_2019eq_fo_2023,Middle East & North Africa,MNA,Djibouti,DJI,2019,national,,,,consumption,,,3.23,0.3512,0.1265,0.0649,0.19,5.6307,4.2254,,,,,,,,,,,,,,,104.7365,1073994,2820.0629,1827.1634,TRUE,micro,extrapolation
UZB,2023,fpl_2019eq_fo_2023,Europe & Central Asia,ECA,Uzbekistan,UZB,2019,national,,,,consumption,,,3.83,0.692,0.2687,0.1343,0.3895,3.6721,2.8908,,,,,,,,,,,,,,,1521.4752,33580350,3185.3346,2128.7367,TRUE,micro,extrapolation
GUY,2023,fpl_2019eq_fo_2023,Latin America & Caribbean,LAC,Guyana,GUY,2019,national,,,,income,,,3.09,0.0944,0.05,0.0366,0.126,14.1933,10.2422,,,,,,,,,,,,,,,115.6263,798753,6348.6981,,TRUE,micro,extrapolation
BGD,2023,fpl_2019eq_fo_2023,South Asia,SAS,Bangladesh,BGD,2019,national,,,,consumption,,,2.2,0.1228,0.0223,0.0063,0.0266,4.702,3.8028,,,,,,,,,,,,,,,29.5141,165516222,1575.6559,1081.9091,TRUE,micro,interpolation
ETH,2023,fpl_2019eq_fo_2023,Sub-Saharan Africa,SSA,Ethiopia,ETH,2019,national,,,,consumption,,,2.72,0.3091,0.0891,0.0376,0.1192,4.4437,3.6389,,,,,,,,,,,,,,,8.4964,114120594,797.8853,544.9121,TRUE,micro,extrapolation
SLE,2023,fpl_2019eq_fo_2023,Sub-Saharan Africa,SSA,Sierra Leone,SLE,2019,national,,,,consumption,,,2.45,0.3324,0.0836,0.0297,0.1052,3.9958,3.043,,,,,,,,,,,,,,,2128.5188,8046828,634.9856,554.1641,TRUE,micro,extrapolation
SDN,2023,fpl_2019eq_fo_2023,Sub-Saharan Africa,SSA,Sudan,SDN,2019,national,,,,consumption,,,1.34,0.0564,0.0109,0.0036,0.0137,3.9489,3.1683,,,,,,,,,,,,,,,6.464,43232093,1950.0316,1744.1969,TRUE,micro,extrapolation
SYR,2023,fpl_2019eq_gr_2023,Middle East & North Africa,MNA,Syrian Arab Republic,SYR,2019,national,,,,consumption,,,2.48,0.7534,0.3403,0.1853,0.5104,2.0963,1.5672,,,,,,,,,,,,,,,151.7781,20098251,781.3912,421.7236,TRUE,micro,extrapolation
TLS,2023,fpl_2019eq_gr_2023,East Asia & Pacific,EAP,Timor-Leste,TLS,2019,national,,,,consumption,,,3.48,0.6314,0.1943,0.0797,0.2558,3.5563,3.0072,,,,,,,,,,,,,,,0.5748,1280438,1530.8111,823.769,TRUE,micro,extrapolation
ZWE,2023,fpl_2019eq_gr_2023,Sub-Saharan Africa,SSA,Zimbabwe,ZWE,2019,national,,,,consumption,,,2.74,0.5141,0.2047,0.1035,0.2958,4.5002,2.6533,,,,,,,,,,,,,,,0.485,15354608,1342.9896,990.4512,FALSE,imputed,survey
BDI,2023,fpl_2019eq_gr_2023,Sub-Saharan Africa,SSA,Burundi,BDI,2019,national,,,,consumption,,,1.75,0.6039,0.2214,0.107,0.3142,2.0184,1.4988,,,,,,,,,,,,,,,654.4216,11874838,270.1373,207.1296,TRUE,micro,extrapolation
FJI,2023,fpl_2019eq_gr_2023,East Asia & Pacific,EAP,Fiji,FJI,2019,national,,,,consumption,,,5.14,0.2758,0.0719,0.0267,0.0917,8.2387,6.8939,,,,,,,,,,,,,,,0.9859,918465,5678.9699,,TRUE,micro,interpolation
MWI,2023,fpl_2019eq_gr_2023,Sub-Saharan Africa,SSA,Malawi,MWI,2019,national,,,,consumption,,,0.86,0.1459,0.0328,0.011,0.0408,2.138,1.5627,,,,,,,,,,,,,,,241.9305,18867337,573.4001,,TRUE,micro,interpolation
LKA,2023,fpl_2019eq_gr_2023,South Asia,SAS,Sri Lanka,LKA,2019,national,,,,consumption,,,2.82,0.039,0.0062,0.0015,0.0072,9.2485,6.913,,,,,,,,,,,,,,,55.5009,21803000,4458.4344,2776.5782,FALSE,micro,survey
PNG,2023,fpl_2019eq_gr_2023,East Asia & Pacific,EAP,Papua New Guinea,PNG,2019,national,,,,consumption,,,1.7,0.2114,0.073,0.0343,0.1021,4.2632,3.2157,,,,,,,,,,,,,,,2.6999,9542486,2590.4942,,TRUE,micro,extrapolation
TCD,2023,fpl_2019eq_gr_2023,Sub-Saharan Africa,SSA,Chad,TCD,2019,national,,,,consumption,,,1.53,0.1333,0.0286,0.0097,0.0357,3.8111,2.878,,,,,,,,,,,,,,,237.6564,16126866,652.7032,486.454,TRUE,micro,extrapolation
TGO,2023,fpl_2019eq_gr_2023,Sub-Saharan Africa,SSA,Togo,TGO,2019,national,,,,consumption,,,2.2,0.287,0.0872,0.0369,0.117,4.6098,3.2489,,,,,,,,,,,,,,,246.5965,8243094,837.4929,631.6452,TRUE,micro,extrapolation
HTI,2023,fpl_2019eq_gr_2023,Latin America & Caribbean,LAC,Haiti,HTI,2019,national,,,,consumption,,,2.01,0.2277,0.0705,0.0316,0.0978,4.7284,3.5677,,,,,,,,,,,,,,,31.1029,11160438,1371.707,1441.4871,TRUE,micro,extrapolation
VUT,2023,fpl_2019eq_gr_2023,East Asia & Pacific,EAP,Vanuatu,VUT,2019,national,,,,consumption,,,2.04,0.0792,0.0188,0.0065,0.0235,5.5141,4.735,,,,,,,,,,,,,,,117.3665,304404,2838.9883,1820.4999,TRUE,micro,interpolation
SLB,2023,fpl_2019eq_gr_2023,East Asia & Pacific,EAP,Solomon Islands,SLB,2019,national,,,,consumption,,,1.56,0.1082,0.0263,0.0095,0.0334,4.1749,3.2197,,,,,,,,,,,,,,,7.7144,674993,2203.9834,1397.6562,TRUE,micro,extrapolation
MOZ,2023,fpl_2019eq_gr_2023,Sub-Saharan Africa,SSA,Mozambique,MOZ,2019,national,,,,consumption,,,1.75,0.618,0.2752,0.1567,0.4411,2.3134,1.3992,,,,,,,,,,,,,,,21.988,30285595,600.4034,394.9344,TRUE,micro,interpolation
AGO,2023,fpl_2019eq_gr_2023,Sub-Saharan Africa,SSA,Angola,AGO,2019,national,,,,consumption,,,3.67,0.5489,0.2568,0.1534,0.4224,5.2981,3.3057,,,,,,,,,,,,,,,107.27,32353588,2569.7017,1404.1077,TRUE,micro,extrapolation
SUR,2023,fpl_2019eq_gr_2023,Latin America & Caribbean,LAC,Suriname,SUR,2019,urban,,,,income,,,4.18,0.2231,0.155,0.1357,0.0908,18.836,11.718,,,,,,,,,,,,,,,2.9343,396769,8756.1552,,TRUE,micro,extrapolation
JAM,2023,fpl_2019eq_gr_2023,Latin America & Caribbean,LAC,Jamaica,JAM,2019,national,,,,consumption,,,5.48,0.1885,0.0517,0.021,0.0686,15.4071,10.0807,,,,,,,,,,,,,,,70.3916,2813773,5307.511,4214.8787,TRUE,micro,extrapolation
NER,2023,fpl_2019eq_gr_2023,Sub-Saharan Africa,SSA,Niger,NER,2019,national,,,,consumption,,,1.23,0.1341,0.0266,0.0082,0.0324,2.876,2.1495,,,,,,,,,,,,,,,245.1597,23443393,520.9194,366.3839,TRUE,micro,extrapolation
ZAF,2023,fpl_2019eq_gr_2023,Sub-Saharan Africa,SSA,South Africa,ZAF,2019,national,,,,consumption,,,2.63,0.2724,0.1002,0.0502,0.1459,11.8975,4.7353,,,,,,,,,,,,,,,6.5494,58087055,6189.2892,4046.2205,TRUE,micro,extrapolation
GAB,2023,fpl_2019eq_gr_2023,Sub-Saharan Africa,SSA,Gabon,GAB,2019,national,,,,consumption,,,4.01,0.1065,0.0311,0.0138,0.043,12.3368,9.6731,,,,,,,,,,,,,,,319.1603,2242785,6893.3231,2506.3412,TRUE,micro,extrapolation
STP,2023,fpl_2019eq_gr_2023,Sub-Saharan Africa,SSA,Sao Tome and Principe,STP,2019,national,,,,consumption,,,1.8,0.0856,0.021,0.008,0.0272,5.5713,4.0826,,,,,,,,,,,,,,,11.4289,214599,1676.3963,,TRUE,micro,extrapolation
LBN,2023,fpl_2019eq_gr_2023,Middle East & North Africa,MNA,Lebanon,LBN,2019,national,,,,consumption,,,2.12,0,0,0,0,29.6548,25.157,,,,,,,,,,,,,,,761.8333,5781907,8081.7433,7478.5607,TRUE,micro,extrapolation
KEN,2023,fpl_2019eq_gr_2023,Sub-Saharan Africa,SSA,Kenya,KEN,2019,national,,,,consumption,,,2.09,0.2981,0.0802,0.0315,0.1048,3.8274,2.8933,,,,,,,,,,,,,,,41.6348,50951450,1653.829,1252.9846,TRUE,micro,interpolation
CAF,2023,fpl_2019eq_gr_2023,Sub-Saharan Africa,SSA,Central African Republic,CAF,2019,national,,,,consumption,,,2.61,0.7373,0.368,0.2235,0.6059,2.3371,1.5808,,,,,,,,,,,,,,,306.8083,5209324,381.414,466.0255,TRUE,micro,interpolation
ZMB,2023,fpl_2019eq_gr_2023,Sub-Saharan Africa,SSA,Zambia,ZMB,2019,national,,,,consumption,,,1.27,0.4106,0.1794,0.1007,0.2825,2.9806,1.6115,,,,,,,,,,,,,,,4.2238,18380477,1310.6222,,TRUE,micro,extrapolation
TZA,2023,fpl_2019eq_gr_2023,Sub-Saharan Africa,SSA,Tanzania,TZA,2019,national,,,,consumption,,,1.43,0.1768,0.0378,0.0123,0.0466,3.3884,2.397,,,,,,,,,,,,,,,754.6215,59872579,1038.7363,601.2591,TRUE,micro,extrapolation
GMB,2023,fpl_2019eq_gr_2023,Sub-Saharan Africa,SSA,"Gambia, The",GMB,2019,national,,,,consumption,,,2.1,0.1413,0.0356,0.0135,0.046,5.2721,3.99,,,,,,,,,,,,,,,15.1142,2508883,668.6351,563.8173,TRUE,micro,interpolation
GIN,2023,fpl_2019eq_gr_2023,Sub-Saharan Africa,SSA,Guinea,GIN,2019,national,,,,consumption,,,2.23,0.147,0.0333,0.0113,0.0418,4.4625,3.8585,,,,,,,,,,,,,,,3446.9322,12877539,937.7031,718.613,TRUE,micro,extrapolation
RWA,2023,fpl_2019eq_gr_2023,Sub-Saharan Africa,SSA,Rwanda,RWA,2019,national,,,,consumption,,,0.9,0.052,0.0104,0.0034,0.0129,3.5058,2.3553,,,,,,,,,,,,,,,293.705,12835028,871.1099,652.0701,TRUE,micro,extrapolation
YEM,2023,fpl_2019eq_gr_2023,Middle East & North Africa,MNA,"Yemen, Rep.",YEM,2019,national,,,,consumption,,,3.01,0.7657,0.3422,0.1852,0.5133,2.499,1.9128,,,,,,,,,,,,,,,255.6836,31546691,1182.5071,,TRUE,micro,extrapolation
UGA,2023,fpl_2019eq_gr_2023,Sub-Saharan Africa,SSA,Uganda,UGA,2019,national,,,,consumption,,,1.44,0.1921,0.0493,0.0189,0.0644,3.556,2.487,,,,,,,,,,,,,,,1221.0876,42949080,920.0716,679.3153,TRUE,micro,interpolation
IRN,2023,fpl_2019eq_gr_2023,Middle East & North Africa,MNA,"Iran, Islamic Rep.",IRN,2019,national,,,,consumption,,,3.15,0.0366,0.0081,0.0028,0.0103,14.5719,10.5939,,,,,,,,,,,,,,,13944.9043,86564202,5059.8794,2530.2857,TRUE,micro,interpolation
EGY,2023,fpl_2019eq_gr_2023,Middle East & North Africa,MNA,"Egypt, Arab Rep.",EGY,2019,national,,,,consumption,,,2.68,0.0571,0.0095,0.0027,0.0116,6.5445,5.2538,,,,,,,,,,,,,,,4.8435,105618671,3802.41,2958.1693,TRUE,micro,interpolation
MEX,2023,fpl_2019eq_gr_2023,Latin America & Caribbean,LAC,Mexico,MEX,2019,national,,,,income,,,3.79,0.0998,0.0305,0.0142,0.0422,14.6424,9.85,,,,,,,,,,,,,,,9.8615,125085311,10013.7243,6747.1179,TRUE,micro,interpolation
BLZ,2023,fpl_2019eq_gr_2023,Latin America & Caribbean,LAC,Belize,BLZ,2019,national,,,,income,,,1.37,0.0982,0.0454,0.029,0.0662,8.0582,4.7844,,,,,,,,,,,,,,,1.309,389095,5907.3489,3519.5142,TRUE,micro,extrapolation
MRT,2023,fpl_2019eq_gr_2023,Sub-Saharan Africa,SSA,Mauritania,MRT,2019,national,,,,consumption,,,2.87,0.1176,0.0286,0.0109,0.037,6.9164,5.813,,,,,,,,,,,,,,,124.4526,4383849,1670.0288,1026.8215,TRUE,micro,extrapolation
GHA,2023,fpl_2019eq_gr_2023,Sub-Saharan Africa,SSA,Ghana,GHA,2019,national,,,,consumption,,,1.3,0.0904,0.0312,0.0156,0.0465,5.595,4.1094,,,,,,,,,,,,,,,1.751,31522290,1981.6139,1383.7097,TRUE,micro,extrapolation
MMR,2023,fpl_2019eq_gr_2023,East Asia & Pacific,EAP,Myanmar,MMR,2019,national,,,,consumption,,,2.81,0.0464,0.0075,0.002,0.0089,7.3097,6.0783,,,,,,,,,,,,,,,389.8429,53040212,1587.4042,,TRUE,micro,extrapolation
ARG,2023,fpl_2019eq_gr_2023,Latin America & Caribbean,LAC,Argentina,ARG,2019,urban,,,,income,,,6.27,0.0956,0.0306,0.0147,0.0416,26.0959,19.4754,,,,,,,,,,,,,,,10.8079,41339571,12716.2242,8271.9248,FALSE,micro,survey
BFA,2023,fpl_2019eq_gr_2023,Sub-Saharan Africa,SSA,Burkina Faso,BFA,2019,national,,,,consumption,,,1.13,0.0405,0.0067,0.0018,0.0079,4.345,2.9247,,,,,,,,,,,,,,,199.7414,20951639,716.0122,459.4514,TRUE,micro,extrapolation
COL,2023,fpl_2019eq_gr_2023,Latin America & Caribbean,LAC,Colombia,COL,2019,national,,,,income,,,2.28,0.0601,0.0226,0.0133,0.0295,15.5424,9.6152,,,,,,,,,,,,,,,1419.3743,50187406,6404.1088,4460.1382,FALSE,micro,survey
MLI,2023,fpl_2019eq_gr_2023,Sub-Saharan Africa,SSA,Mali,MLI,2019,national,,,,consumption,,,1.49,0.0337,0.0056,0.0015,0.0066,4.9586,3.7931,,,,,,,,,,,,,,,205.2734,20567424,779.3266,584.8007,TRUE,micro,extrapolation
COG,2023,fpl_2019eq_gr_2023,Sub-Saharan Africa,SSA,"Congo, Rep.",COG,2019,national,,,,consumption,,,1.72,0.3983,0.1623,0.0866,0.2443,3.2916,2.1366,,,,,,,,,,,,,,,285.9693,5570733,1731.7999,758.3223,TRUE,micro,extrapolation
GRD,2023,fpl_2019eq_gr_2023,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
VCT,2023,fpl_2019eq_gr_2023,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
DMA,2023,fpl_2019eq_gr_2023,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
MNG,2023,fpl_2019eq_gr_2023,East Asia & Pacific,EAP,Mongolia,MNG,2019,national,,,,consumption,,,2.75,0.0192,0.0031,8e-04,0.0036,10.2167,8.3899,,,,,,,,,,,,,,,873.542,3232430,4385.1117,2792.8122,TRUE,micro,extrapolation
BRA,2023,fpl_2019eq_gr_2023,Latin America & Caribbean,LAC,Brazil,BRA,2019,national,,,,income,,,3.44,0.1005,0.0418,0.0241,0.0613,21.1151,12.8877,,,,,,,,,,,,,,,2.3274,211782878,8592.2102,5605.5095,FALSE,micro,survey
MDG,2023,fpl_2019eq_gr_2023,Sub-Saharan Africa,SSA,Madagascar,MDG,2019,national,,,,consumption,,,1.5,0.6358,0.2645,0.1418,0.4006,1.6895,1.1883,,,,,,,,,,,,,,,962.9596,27533134,478.927,337.9674,TRUE,micro,extrapolation
PER,2023,fpl_2019eq_gr_2023,Latin America & Caribbean,LAC,Peru,PER,2019,national,,,,income,,,2.99,0.0646,0.0187,0.008,0.0255,13.7971,10.4066,,,,,,,,,,,,,,,1.8936,32824861,6550.4475,4311.3532,FALSE,micro,survey
LSO,2023,fpl_2019eq_gr_2023,Sub-Saharan Africa,SSA,Lesotho,LSO,2019,national,,,,consumption,,,0.99,0.0804,0.0238,0.0098,0.0318,4.4442,3.0987,,,,,,,,,,,,,,,5.244,2225702,1040.2187,835.9343,TRUE,micro,extrapolation
LAO,2023,fpl_2019eq_gr_2023,East Asia & Pacific,EAP,Lao PDR,LAO,2019,national,,,,consumption,,,2.12,0.0603,0.0098,0.0027,0.0117,6.6662,4.8631,,,,,,,,,,,,,,,3133.8118,7212053,2564.0197,,TRUE,micro,extrapolation
FSM,2023,fpl_2019eq_gr_2023,East Asia & Pacific,EAP,"Micronesia, Fed. Sts.",FSM,2019,national,,,,consumption,,,1.51,0.0813,0.0292,0.016,0.0457,5.8221,4.428,,,,,,,,,,,,,,,0.9772,111379,2967.0022,,TRUE,micro,extrapolation
PRY,2023,fpl_2019eq_gr_2023,Latin America & Caribbean,LAC,Paraguay,PRY,2019,national,,,,income,,,2.98,0.0289,0.0067,0.0023,0.0085,19.46,13.3391,,,,,,,,,,,,,,,2539.9849,6530026,6229.212,4079.9709,FALSE,micro,survey
CRI,2023,fpl_2019eq_gr_2023,Latin America & Caribbean,LAC,Costa Rica,CRI,2019,national,,,,income,,,3.48,0.0312,0.0099,0.0052,0.0132,25.5309,16.2318,,,,,,,,,,,,,,,372.6693,5084532,12662.4229,8185.9077,FALSE,micro,survey
BOL,2023,fpl_2019eq_gr_2023,Latin America & Caribbean,LAC,Bolivia,BOL,2019,national,,,,income,,,5.01,0.0908,0.0334,0.0173,0.0492,19.6077,14.6929,,,,,,,,,,,,,,,2.6119,11777315,3242.9488,2244.932,FALSE,micro,survey
SEN,2023,fpl_2019eq_gr_2023,Sub-Saharan Africa,SSA,Senegal,SEN,2019,national,,,,consumption,,,1.57,0.0238,0.0041,0.0013,0.005,6.0358,4.4737,,,,,,,,,,,,,,,238.5777,16000781,1409.9708,968.9019,TRUE,micro,extrapolation
GTM,2023,fpl_2019eq_gr_2023,Latin America & Caribbean,LAC,Guatemala,GTM,2019,national,,,,income,,,3.6,0.2059,0.0673,0.0314,0.095,10.6186,6.9692,,,,,,,,,,,,,,,4.4033,16604026,4263.7084,3680.3284,TRUE,micro,extrapolation
CIV,2023,fpl_2019eq_gr_2023,Sub-Saharan Africa,SSA,Cote d'Ivoire,CIV,2019,national,,,,consumption,,,1.34,0.0156,0.0029,9e-04,0.0035,5.7669,4.4315,,,,,,,,,,,,,,,247.1344,26147551,2252.5433,1428.7855,TRUE,micro,extrapolation
KAZ,2023,fpl_2019eq_gr_2023,Europe & Central Asia,ECA,Kazakhstan,KAZ,2019,national,,,,consumption,,,3.7,0.004,5e-04,1e-04,6e-04,13.0132,10.9095,,,,,,,,,,,,,,,125.2634,18513673,11402.7584,6188.6384,TRUE,micro,extrapolation
IDN-R,2023,fpl_2019eq_gr_2023,East Asia & Pacific,EAP,Indonesia,IDN,2019,rural,,,,consumption,,,1.91,0.0292,0.0035,7e-04,0.0039,5.824,4.8255,,,,,,,,,,,,,,,4746.8516,118656904,3892.4217,2236.778,FALSE,micro,survey
ARM,2023,fpl_2019eq_gr_2023,Europe & Central Asia,ECA,Armenia,ARM,2019,national,,,,consumption,,,2.03,0.0062,8e-04,2e-04,0.001,7.9063,6.714,,,,,,,,,,,,,,,167.3122,2820602,4561.9678,3804.3075,FALSE,micro,survey
ECU,2023,fpl_2019eq_gr_2023,Latin America & Caribbean,LAC,Ecuador,ECU,2019,national,,,,income,,,3.05,0.0693,0.0227,0.0109,0.032,15.3802,10.6785,,,,,,,,,,,,,,,0.5745,17343740,5863.9106,3644.6061,FALSE,micro,survey
CPV,2023,fpl_2019eq_gr_2023,Sub-Saharan Africa,SSA,Cabo Verde,CPV,2019,national,,,,consumption,,,1.56,0.008,0.0014,4e-04,0.0016,11.0674,7.8351,,,,,,,,,,,,,,,47.6121,577030,3690.6565,2430.3797,TRUE,micro,extrapolation
KHM,2023,fpl_2019eq_gr_2023,"","","","",,"",,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",""
DOM,2023,fpl_2019eq_gr_2023,Latin America & Caribbean,LAC,Dominican Republic,DOM,2019,national,,,,income,,,2.95,0.0192,0.0051,0.0024,0.0058,16.4693,11.8024,,,,,,,,,,,,,,,24.3906,10881882,8205.1426,5673.9275,FALSE,micro,survey
DZA,2023,fpl_2019eq_gr_2023,Middle East & North Africa,MNA,Algeria,DZA,2019,national,,,,consumption,,,2.4,0.0044,0.0015,0.0011,0.0013,10.3991,9.0641,,,,,,,,,,,,,,,38.2097,42705368,4153.0034,1764.5954,TRUE,group,extrapolation
MNE,2023,fpl_2019eq_gr_2023,Europe & Central Asia,ECA,Montenegro,MNE,2019,national,,,,income,,,4.96,0.1014,0.038,0.021,0.0608,17.4967,15.0708,,,,,,,,,,,,,,,0.4187,622028,7684.1804,6091.2408,TRUE,micro,extrapolation
IDN-U,2023,fpl_2019eq_gr_2023,East Asia & Pacific,EAP,Indonesia,IDN,2019,urban,,,,consumption,,,1.58,0.0027,2e-04,0,3e-04,8.5269,6.3138,,,,,,,,,,,,,,,5098.1961,150925974,3892.4217,2236.778,FALSE,micro,survey
BTN,2023,fpl_2019eq_gr_2023,South Asia,SAS,Bhutan,BTN,2019,national,,,,consumption,,,2.33,0.006,0.001,3e-04,0.0012,13.5325,11.1228,,,,,,,,,,,,,,,20.4738,767459,3219.6414,1829.0473,TRUE,micro,interpolation
TUN,2023,fpl_2019eq_gr_2023,Middle East & North Africa,MNA,Tunisia,TUN,2019,national,,,,consumption,,,2.41,0.0021,3e-04,1e-04,3e-04,14.575,12.0356,,,,,,,,,,,,,,,0.7423,12049314,4094.8806,2992.3983,TRUE,micro,extrapolation
KGZ,2023,fpl_2019eq_gr_2023,Europe & Central Asia,ECA,Kyrgyz Republic,KGZ,2019,national,,,,consumption,,,2.12,0.0062,0.0015,8e-04,0.0027,7.0922,5.8372,,,,,,,,,,,,,,,19.3727,6456200,1226.8243,1046.9191,FALSE,micro,survey
CHL,2023,fpl_2019eq_gr_2023,Latin America & Caribbean,LAC,Chile,CHL,2019,national,,,,income,,,2.58,0.0073,0.0039,0.003,0.0039,27.0133,18.1061,,,,,,,,,,,,,,,478.9957,19039485,13761.3745,8799.0632,TRUE,micro,interpolation
ALB,2023,fpl_2019eq_gr_2023,Europe & Central Asia,ECA,Albania,ALB,2019,national,,,,consumption,,,2.79,0.0027,2e-04,0,2e-04,13.7498,11.6073,,,,,,,,,,,,,,,50.3574,2854191,4543.3877,3591.2926,FALSE,micro,survey
RUS,2023,fpl_2019eq_gr_2023,Europe & Central Asia,ECA,Russian Federation,RUS,2019,national,,,,consumption,,,5.85,0.0222,0.0041,0.0013,0.005,23.7168,17.9012,,,,,,,,,,,,,,,25.2183,144406261,9958.4697,5348.7827,FALSE,micro,survey
